Date,Stock,Size,Volatility,POV,Cost
7/14/2017,ADS,0.080138207,0.178652082,0.084604538,25.34252329
7/17/2017,ADS,0.072013754,0.169783748,0.074853208,28.44097829
7/18/2017,ADS,0.192990629,0.171005275,0.294035107,78.32078798
7/19/2017,ADS,0.049448103,0.167230457,0.038246738,13.86437221
7/20/2017,ADS,0.546430574,0.163733543,0.152140083,77.5532369
7/21/2017,ADS,0.23028874,0.340163589,0.09356328,52.29975189
7/24/2017,ADS,0.327497883,0.340979539,0.230882331,70.81944229
7/25/2017,ADS,0.240164987,0.341989304,0.260865403,69.78592026
7/26/2017,ADS,0.322012734,0.342037594,0.428617816,117.9714051
7/27/2017,ADS,0.387296285,0.34255121,0.411575969,109.7155788
7/28/2017,ADS,0.220709912,0.333091128,0.276565542,69.91522957
7/31/2017,ADS,0.113928236,0.327327141,0.208746069,62.62414651
8/1/2017,ADS,0.127225615,0.325582853,0.217337106,55.21956198
8/2/2017,ADS,0.094229566,0.325465985,0.120502203,27.01266467
8/3/2017,ADS,0.079684408,0.325337364,0.129124593,38.7436886
8/4/2017,ADS,0.024080343,0.324937224,0.049396584,15.99918916
8/7/2017,ADS,0.194458988,0.32383745,0.430011591,71.87237636
8/8/2017,ADS,0.089495693,0.323839752,0.104855218,-3.051155434
8/9/2017,ADS,0.089620814,0.325692559,0.105418898,-0.64925154
8/10/2017,ADS,0.247851068,0.324158909,0.113648381,12.29281572
8/11/2017,ADS,0.358497295,0.343797261,0.398099631,91.01252665
8/14/2017,ADS,0.110772073,0.344423972,0.088869813,18.4136551
8/15/2017,ADS,0.106352244,0.343056939,0.072825924,14.57454126
8/16/2017,ADS,0.14615818,0.348793212,0.166647233,14.93875537
8/17/2017,ADS,0.31235672,0.348278174,0.391037506,70.08939867
8/18/2017,ADS,0.277453288,0.352007286,0.455008523,91.72620763
8/21/2017,ADS,0.166604727,0.351873972,0.233036741,25.81046813
8/22/2017,ADS,0.173528859,0.348029103,0.253406928,36.41665783
8/23/2017,ADS,0.112596698,0.349209403,0.129706359,38.11320447
8/24/2017,ADS,0.053211876,0.343019965,0.102974208,20.0388858
8/25/2017,ADS,0.250002589,0.345830251,0.403634484,68.58962999
8/28/2017,ADS,0.004755516,0.345817577,0.010779695,-9.378072129
8/29/2017,ADS,0.041263996,0.34764095,0.079543371,22.32091575
8/30/2017,ADS,0.172508909,0.346347144,0.338581452,72.16249148
8/31/2017,ADS,0.10145106,0.198854414,0.158408461,43.51868068
9/1/2016,ADSK,0.035067535,0.284898421,0.046929539,22.87702669
9/2/2016,ADSK,0.162134441,0.281561231,0.253718725,34.67787316
9/6/2016,ADSK,0.108988484,0.278472858,0.10785433,30.86444977
9/7/2016,ADSK,0.159183889,0.279772616,0.145403809,43.63200812
9/8/2016,ADSK,0.350968924,0.279378654,0.389627093,92.3425088
9/9/2016,ADSK,0.053933329,0.278462802,0.044614985,-6.066329773
9/12/2016,ADSK,0.209208122,0.295686424,0.145922667,33.25164757
9/13/2016,ADSK,0.397766343,0.295863629,0.332783715,75.17372916
9/14/2016,ADSK,0.180213764,0.287827875,0.190484972,28.21674769
9/15/2016,ADSK,0.020570905,0.288795871,0.017637177,13.02831388
9/16/2016,ADSK,0.448297577,0.297323874,0.123971374,31.6414005
9/19/2016,ADSK,0.010422672,0.294571611,0.010937561,-13.81188757
9/20/2016,ADSK,0.125514984,0.294489201,0.158612993,29.46683078
9/21/2016,ADSK,0.263935309,0.292834202,0.176642091,42.82071042
9/22/2016,ADSK,0.059235927,0.311519003,0.070437693,15.50127882
9/23/2016,ADSK,0.007627239,0.307327349,0.010900968,6.428299997
9/26/2016,ADSK,0.162727118,0.310302957,0.244543395,31.04570875
9/27/2016,ADSK,0.091980149,0.309957992,0.14089062,24.59211936
9/28/2016,ADSK,0.247216969,0.309305989,0.3083282,71.6551023
9/29/2016,ADSK,0.083823152,0.309638617,0.132171663,8.912621728
9/30/2016,ADSK,0.270505102,0.314322829,0.403539678,85.77910442
10/3/2016,ADSK,0.305345041,0.314836715,0.310917804,48.29598035
10/4/2016,ADSK,0.035543812,0.318808645,0.051810112,19.04534165
10/5/2016,ADSK,0.260886541,0.318788757,0.348607881,80.60463334
10/6/2016,ADSK,0.151898672,0.323281089,0.245565164,41.69290533
10/7/2016,ADSK,0.291213523,0.32450596,0.416388198,91.40668455
10/10/2016,ADSK,0.158744183,0.238723214,0.281615931,52.19016746
10/11/2016,ADSK,0.224639225,0.236962682,0.271288488,54.56410372
10/12/2016,ADSK,0.313650621,0.252925344,0.444127356,99.7321659
10/13/2016,ADSK,0.131564626,0.250963182,0.153911129,12.74735671
10/14/2016,ADSK,0.21055834,0.255493251,0.352699296,48.31772752
10/17/2016,ADSK,0.208519861,0.2542407,0.377159411,84.67363074
10/18/2016,ADSK,0.005580802,0.25530877,0.010408351,5.326639746
10/19/2016,ADSK,0.166109567,0.257990287,0.334737825,70.84471062
10/20/2016,ADSK,0.180846302,0.259113916,0.304069457,50.92320751
10/21/2016,ADSK,0.276561241,0.242647209,0.464859486,98.97023706
10/24/2016,ADSK,0.362020645,0.242106992,0.496914496,97.18272448
10/25/2016,ADSK,0.069533536,0.231911394,0.071250851,14.78374149
10/26/2016,ADSK,0.054892677,0.235258484,0.087314624,6.6475721
10/27/2016,ADSK,0.286157327,0.225006215,0.413058367,59.56771849
10/28/2016,ADSK,0.028955731,0.225102437,0.03315449,27.31144669
10/31/2016,ADSK,0.261570022,0.229584291,0.287271819,76.04012634
11/1/2016,ADSK,0.516549136,0.228698482,0.399486899,112.294614
11/2/2016,ADSK,0.535038041,0.214597046,0.400802885,97.25869647
11/3/2016,ADSK,0.327195788,0.219913429,0.34104485,49.77633466
11/4/2016,ADSK,0.261728688,0.222608243,0.141630221,21.39174486
11/7/2016,ADSK,0.097950871,0.237048775,0.062500291,35.9213194
11/8/2016,ADSK,0.090890561,0.258625044,0.091866946,9.931465034
11/9/2016,ADSK,0.559403208,0.258337292,0.281031486,86.06547369
11/10/2016,ADSK,0.672791623,0.254463056,0.364312023,124.4585408
11/11/2016,ADSK,0.3434028,0.255010802,0.206456069,31.48936236
11/14/2016,ADSK,0.686382183,0.250156426,0.467410946,125.0943463
11/15/2016,ADSK,0.352968531,0.250454902,0.270068749,56.7308535
11/16/2016,ADSK,0.425088059,0.247885073,0.173054325,59.96444619
11/17/2016,ADSK,0.083992573,0.262984736,0.084273381,42.55911326
11/18/2016,ADSK,0.167362638,0.261029948,0.133772675,21.81270283
11/21/2016,ADSK,0.167748318,0.269658316,0.139419485,40.22398276
11/22/2016,ADSK,0.291536711,0.260514237,0.270318614,51.25201167
11/23/2016,ADSK,0.147606478,0.261245086,0.202477502,37.00678348
11/25/2016,ADSK,0.089168204,0.25618229,0.210089377,29.80866314
11/28/2016,ADSK,0.360267127,0.256825196,0.406702729,98.44397269
11/29/2016,ADSK,0.395183167,0.256738597,0.256161584,63.47761351
11/30/2016,ADSK,0.651213357,0.252472806,0.146307392,63.51677342
12/1/2016,ADSK,0.349217542,0.275298352,0.171981993,59.73156343
12/2/2016,ADSK,0.407350139,0.30976723,0.28947997,99.81935337
12/5/2016,ADSK,0.028792569,0.315416713,0.029997027,4.401750685
12/6/2016,ADSK,0.38812076,0.313414365,0.130846311,42.80124286
12/7/2016,ADSK,0.02581128,0.372862423,0.008526143,25.39490873
12/8/2016,ADSK,0.105711623,0.39749355,0.072564101,22.51687265
12/9/2016,ADSK,0.233423276,0.398866867,0.279973365,91.15310232
12/12/2016,ADSK,0.27675544,0.398579467,0.278711318,85.85135021
12/13/2016,ADSK,0.194908792,0.414253603,0.2087107,46.93460572
12/14/2016,ADSK,0.067281272,0.403263656,0.060803968,24.97997093
12/15/2016,ADSK,0.405172445,0.414507459,0.326370025,126.3078493
12/16/2016,ADSK,0.118344373,0.415393913,0.068294163,12.2419245
12/19/2016,ADSK,0.247705213,0.423656783,0.395762839,121.6012398
12/20/2016,ADSK,0.078664616,0.413302374,0.153411944,42.23946597
12/21/2016,ADSK,0.17422656,0.412692153,0.350696386,110.5835298
12/22/2016,ADSK,0.09132797,0.413089249,0.137175842,34.55502774
12/23/2016,ADSK,0.045234956,0.414232259,0.094162523,34.72053629
12/27/2016,ADSK,0.059245696,0.417611719,0.157705659,25.59926518
12/28/2016,ADSK,0.062406932,0.417404968,0.215030018,59.09268936
12/29/2016,ADSK,0.051807542,0.414559636,0.151158012,14.59779045
12/30/2016,ADSK,0.053553908,0.403161129,0.102751478,36.44766329
1/3/2017,ADSK,0.101606874,0.402735821,0.152543597,36.46345239
1/4/2017,ADSK,0.074176881,0.408746825,0.111933426,19.41172224
1/5/2017,ADSK,0.144497374,0.408261921,0.299876702,49.92930134
1/6/2017,ADSK,0.09323238,0.408779681,0.165146421,29.69329133
1/9/2017,ADSK,0.218656634,0.417831411,0.410997542,86.60598526
1/10/2017,ADSK,0.150385098,0.417308123,0.234717215,59.03753847
1/11/2017,ADSK,0.06883713,0.416220397,0.110680718,24.20292766
1/12/2017,ADSK,0.070369644,0.417026053,0.121479523,24.2301323
1/13/2017,ADSK,0.241852992,0.400874282,0.406467255,90.93507528
1/17/2017,ADSK,0.261367284,0.369194693,0.280219732,67.41552457
1/18/2017,ADSK,0.269192881,0.384124483,0.403244562,92.53850863
1/19/2017,ADSK,0.016327773,0.385008264,0.026834975,3.848067087
1/20/2017,ADSK,0.236825788,0.328933743,0.095539309,24.73201736
1/23/2017,ADSK,0.212830415,0.298607945,0.424907549,82.37137432
1/24/2017,ADSK,0.134561595,0.294288532,0.162281038,29.71260513
1/25/2017,ADSK,0.160519157,0.293800914,0.180575961,34.60705719
1/26/2017,ADSK,0.150146688,0.274768041,0.207940943,56.13444852
1/27/2017,ADSK,0.196165072,0.274075641,0.270997243,30.96071489
1/30/2017,ADSK,0.304946008,0.249731458,0.310584306,75.1052794
1/31/2017,ADSK,0.192834186,0.239516451,0.303891767,41.04520607
2/1/2017,ADSK,0.213537692,0.21835354,0.279482371,49.9324159
2/2/2017,ADSK,0.300003337,0.215304691,0.471704025,78.23591659
2/3/2017,ADSK,0.486303973,0.220097744,0.460760713,89.33434846
2/6/2017,ADSK,0.061508928,0.224082246,0.055376192,19.75279546
2/7/2017,ADSK,0.129113119,0.228099083,0.075719894,2.94758463
2/8/2017,ADSK,0.102137306,0.228854726,0.083030066,11.07917666
2/9/2017,ADSK,0.057213719,0.237941725,0.056844762,12.71998858
2/10/2017,ADSK,0.413252643,0.2342071,0.443339815,79.84725348
2/13/2017,ADSK,0.091725704,0.236374041,0.042276308,-6.207180641
2/14/2017,ADSK,0.369263164,0.23220299,0.17764401,28.03505623
2/15/2017,ADSK,0.04933438,0.220015895,0.045482965,5.330272361
2/16/2017,ADSK,0.373144777,0.216493891,0.415711479,62.17620338
2/17/2017,ADSK,0.410419703,0.214803152,0.460338286,93.46305444
2/21/2017,ADSK,0.138344891,0.201864034,0.148603732,9.244183107
2/22/2017,ADSK,0.31892358,0.202548286,0.487325753,92.87668681
2/23/2017,ADSK,0.311430823,0.205490532,0.468574787,83.78404689
2/24/2017,ADSK,0.021820305,0.204638384,0.032550254,6.521080687
2/27/2017,ADSK,0.291507443,0.204128948,0.385608216,67.35140288
2/28/2017,ADSK,0.36944065,0.203461563,0.379536549,87.20949667
3/1/2017,ADSK,0.287781842,0.181011124,0.234343118,41.06963151
3/2/2017,ADSK,0.58620368,0.195204364,0.277582144,80.37380991
3/3/2017,ADSK,0.544744755,0.205664498,0.251116966,75.66368331
3/6/2017,ADSK,0.225059309,0.212067409,0.195332396,39.80216743
3/7/2017,ADSK,0.226210064,0.229337597,0.208811059,68.39334467
3/8/2017,ADSK,0.316087654,0.231073558,0.304444441,68.77044513
3/9/2017,ADSK,0.154598781,0.235218625,0.173062667,46.90077642
3/10/2017,ADSK,0.02462265,0.233403726,0.022210096,10.85596435
3/13/2017,ADSK,0.085154718,0.241411057,0.077593025,18.17971907
3/14/2017,ADSK,0.027094909,0.240159876,0.043265732,2.210452418
3/15/2017,ADSK,0.26608028,0.242446094,0.248537412,58.50835341
3/16/2017,ADSK,0.087313619,0.254583991,0.024195007,17.962669
3/17/2017,ADSK,0.203819102,0.258163683,0.20575669,39.93871799
3/20/2017,ADSK,0.11684208,0.2530155,0.24595621,45.83076845
3/21/2017,ADSK,0.029766852,0.245786886,0.028917526,8.388584205
3/22/2017,ADSK,0.096536726,0.257268887,0.154881643,36.71121737
3/23/2017,ADSK,0.166388259,0.25321826,0.183395739,38.42701111
3/24/2017,ADSK,0.199069462,0.253784238,0.238654793,53.19659138
3/27/2017,ADSK,0.068177553,0.253587493,0.095200036,20.09374344
3/28/2017,ADSK,0.094677776,0.254174176,0.216053472,45.08115456
3/29/2017,ADSK,0.304692598,0.254050349,0.394229265,82.59968646
3/30/2017,ADSK,0.151862077,0.255749506,0.370622439,68.23299403
3/31/2017,ADSK,0.132656349,0.254512507,0.24033103,42.79830131
4/3/2017,ADSK,0.146693738,0.250867935,0.133060112,24.174488
4/4/2017,ADSK,0.326961444,0.252091669,0.495728904,83.60306659
4/5/2017,ADSK,0.054419848,0.251252178,0.065136006,20.88300123
4/6/2017,ADSK,0.178818608,0.254093099,0.226743969,17.47774356
4/7/2017,ADSK,0.081361171,0.254387457,0.096956493,18.39975947
4/10/2017,ADSK,0.132992156,0.255864668,0.237321332,23.05403742
4/11/2017,ADSK,0.098006784,0.253564949,0.165393001,34.49742847
4/12/2017,ADSK,0.047927229,0.236748543,0.045396345,-3.43769366
4/13/2017,ADSK,0.103769241,0.23122404,0.11979548,13.26305985
4/17/2017,ADSK,0.196787787,0.222265529,0.362938019,67.90875356
4/18/2017,ADSK,0.057750338,0.20805628,0.091006335,20.58709119
4/19/2017,ADSK,0.382525344,0.205159805,0.32871571,57.42396637
4/20/2017,ADSK,0.314159033,0.205588095,0.402769842,60.9094503
4/21/2017,ADSK,0.296861484,0.204640731,0.28440589,58.70636583
4/24/2017,ADSK,0.21989606,0.195027123,0.182846528,22.40990552
4/25/2017,ADSK,0.092173525,0.200358634,0.106214062,20.11513468
4/26/2017,ADSK,0.044717434,0.197856312,0.055569995,-6.188545164
4/27/2017,ADSK,0.027288552,0.1803038,0.047082914,2.855455462
4/28/2017,ADSK,0.15332251,0.170205814,0.185957593,24.62911968
5/1/2017,ADSK,0.255347047,0.170324921,0.243497168,77.71641007
5/2/2017,ADSK,0.34865616,0.17965468,0.355461625,121.3691374
5/3/2017,ADSK,0.431627629,0.151966275,0.336889288,125.6049417
5/4/2017,ADSK,0.365558401,0.150816469,0.426132191,130.7260655
5/5/2017,ADSK,0.37831344,0.148573639,0.307180966,115.7538018
5/8/2017,ADSK,0.074105238,0.147577427,0.098220085,29.31836488
5/9/2017,ADSK,0.518911903,0.140720095,0.340490622,134.2752111
5/10/2017,ADSK,0.194962189,0.144266315,0.167354708,51.01760796
5/11/2017,ADSK,0.127800549,0.144763027,0.114940782,26.23382786
5/12/2017,ADSK,0.151024885,0.14628492,0.177850706,46.85482764
5/15/2017,ADSK,0.022071779,0.146599982,0.01437193,-4.429620502
5/16/2017,ADSK,0.037316776,0.140818882,0.038329649,16.23111871
5/17/2017,ADSK,0.462927273,0.140828616,0.276693747,101.3915192
5/18/2017,ADSK,0.163652941,0.188038922,0.106829513,55.4744
5/19/2017,ADSK,0.66248536,0.193431034,0.125480424,85.30915816
5/22/2017,ADSK,0.279062901,0.434861455,0.147055671,67.39447892
5/23/2017,ADSK,0.431483376,0.439617713,0.370014779,140.7183862
5/24/2017,ADSK,0.056083397,0.440998134,0.039006909,-9.630687341
5/25/2017,ADSK,0.281776235,0.441007803,0.263167322,115.4706156
5/26/2017,ADSK,0.042617804,0.437754824,0.048014439,12.05280243
5/30/2017,ADSK,0.371561362,0.440733408,0.345619645,142.1407232
5/31/2017,ADSK,0.383939868,0.441212312,0.289174916,125.4399921
6/1/2017,ADSK,0.095078992,0.44496336,0.101953565,9.794987999
6/2/2017,ADSK,0.186636535,0.444958171,0.209695659,28.47452176
6/5/2017,ADSK,0.472487734,0.445436241,0.29583289,74.63007371
6/6/2017,ADSK,0.16776132,0.451177179,0.176539186,20.79407946
6/7/2017,ADSK,0.106184904,0.450951862,0.134575977,28.66819063
6/8/2017,ADSK,0.281119317,0.451221743,0.357499083,83.83718971
6/9/2017,ADSK,0.278891862,0.451715741,0.239260385,62.72287976
6/12/2017,ADSK,0.04684777,0.478167223,0.024247268,12.38633682
6/13/2017,ADSK,0.218137134,0.47659242,0.266634945,58.63744799
6/14/2017,ADSK,0.187552402,0.475664059,0.264833459,54.2120497
6/15/2017,ADSK,0.088221401,0.478152671,0.135248588,36.89627907
6/16/2017,ADSK,0.446338478,0.478851371,0.484109872,122.8237089
6/19/2017,ADSK,0.381386873,0.479771734,0.433254052,89.9210257
6/20/2017,ADSK,0.222646159,0.480286704,0.322138661,75.34349559
6/21/2017,ADSK,0.17822377,0.481552645,0.192093257,40.15319415
6/22/2017,ADSK,0.026257765,0.481028073,0.032174991,-0.564710842
6/23/2017,ADSK,0.158155899,0.48077705,0.123479251,31.03341288
6/26/2017,ADSK,0.168392831,0.480841461,0.262355251,55.78072861
6/27/2017,ADSK,0.381904407,0.483386188,0.493159304,123.4781962
6/28/2017,ADSK,0.230818147,0.492095293,0.409585781,85.4605409
6/29/2017,ADSK,0.11388182,0.474462898,0.141157964,42.36117058
6/30/2017,ADSK,0.227375707,0.480723443,0.392563257,74.85266178
7/3/2017,ADSK,0.218990629,0.249545227,0.428445008,85.52433063
7/5/2017,ADSK,0.028466214,0.229321569,0.026138515,-8.690976455
7/6/2017,ADSK,0.187033399,0.253320519,0.180297456,39.59060963
7/7/2017,ADSK,0.201054271,0.253375708,0.297765637,65.62984873
7/10/2017,ADSK,0.013107035,0.253325932,0.027018251,-7.910618832
7/11/2017,ADSK,0.059417472,0.253898067,0.098033381,30.12508797
7/12/2017,ADSK,0.300901949,0.25481228,0.274303324,68.97871282
7/13/2017,ADSK,0.036869823,0.263606333,0.061765528,-14.64343722
7/14/2017,ADSK,0.089093581,0.261248104,0.14031079,49.10104309
7/17/2017,ADSK,0.186345261,0.266170353,0.363673629,70.23174274
7/18/2017,ADSK,0.155561267,0.265383534,0.407732483,52.4973811
7/19/2017,ADSK,0.302109083,0.265864253,0.319953902,75.11691667
7/20/2017,ADSK,0.14736743,0.27541973,0.249507045,49.13203415
7/21/2017,ADSK,0.225915513,0.275542649,0.430300924,85.23822684
7/24/2017,ADSK,0.063549646,0.235224133,0.068187473,30.07273283
7/25/2017,ADSK,0.23482459,0.233457918,0.360364655,78.50471067
7/26/2017,ADSK,0.225300822,0.236072804,0.230388308,47.48915199
7/27/2017,ADSK,0.139337211,0.235803581,0.11329059,26.70163507
7/28/2017,ADSK,0.228107489,0.246071818,0.466270428,93.59027044
7/31/2017,ADSK,0.227204641,0.244796804,0.309077951,51.55859959
8/1/2017,ADSK,0.347904617,0.2440663,0.493452556,104.1070761
8/2/2017,ADSK,0.291598829,0.240983477,0.303201369,65.326289
8/3/2017,ADSK,0.471562579,0.249211576,0.380604889,88.85769717
8/4/2017,ADSK,0.028491698,0.250269756,0.034542361,0.59400052
8/7/2017,ADSK,0.388953969,0.249248757,0.463592703,100.7928039
8/8/2017,ADSK,0.313728437,0.247453712,0.437506994,91.90351494
8/9/2017,ADSK,0.231553883,0.232447923,0.33875915,61.50698454
8/10/2017,ADSK,0.172296788,0.2316297,0.151204096,55.18037247
8/11/2017,ADSK,0.074871054,0.226565318,0.084863267,11.98162536
8/14/2017,ADSK,0.090984388,0.239141393,0.090359883,20.48640349
8/15/2017,ADSK,0.042078365,0.234015396,0.054144423,22.20015885
8/16/2017,ADSK,0.171445822,0.217591949,0.210227699,34.82444586
8/17/2017,ADSK,0.031458007,0.2165892,0.028412293,7.904191648
8/18/2017,ADSK,0.110545474,0.227980987,0.14634272,15.81113172
8/21/2017,ADSK,0.069237064,0.228281209,0.082473872,0.016102222
8/22/2017,ADSK,0.339629444,0.229675931,0.303393265,70.65871928
8/23/2017,ADSK,0.075835276,0.222891622,0.071140578,19.90720552
8/24/2017,ADSK,0.199860395,0.223182252,0.095958645,31.7135955
8/25/2017,ADSK,0.481994916,0.218897955,0.105504415,22.90514791
8/28/2017,ADSK,0.521602876,0.239268259,0.251796096,72.61425064
8/29/2017,ADSK,0.26099748,0.257940842,0.256640319,71.0247955
8/30/2017,ADSK,0.058352981,0.249030431,0.074420364,16.18346485
8/31/2017,ADSK,0.267595606,0.254095783,0.335880839,63.47234803
9/1/2016,AEE,0.368397636,0.144669111,0.381015252,73.02266314
9/2/2016,AEE,0.194237667,0.13864818,0.1338344,33.62876704
9/6/2016,AEE,0.220403054,0.143645886,0.225896979,51.2901256
9/7/2016,AEE,0.287374618,0.142900156,0.356217466,64.96634157
9/8/2016,AEE,0.286827455,0.142033724,0.259050434,64.24942624
9/9/2016,AEE,0.076752747,0.139775545,0.052795926,27.69583205
9/12/2016,AEE,0.512868003,0.171716394,0.383881495,85.63120458
9/13/2016,AEE,0.501628758,0.180651079,0.389868383,102.9431139
9/14/2016,AEE,0.054323334,0.184404939,0.058190866,0.405857992
9/15/2016,AEE,0.28257173,0.18572992,0.258290585,54.40706286
9/16/2016,AEE,0.251319831,0.18562702,0.171265219,59.61117875
9/19/2016,AEE,0.23347283,0.187019083,0.178425642,27.25970068
9/20/2016,AEE,0.401559574,0.191730835,0.402054307,95.94098773
9/21/2016,AEE,0.087864749,0.191797407,0.076751334,25.61868202
9/22/2016,AEE,0.074637376,0.201535993,0.083377495,27.17288242
9/23/2016,AEE,0.480237549,0.202109311,0.436531626,86.26415624
9/26/2016,AEE,0.326534107,0.202721902,0.408429013,78.51397198
9/27/2016,AEE,0.383634708,0.199376277,0.362381587,77.17898361
9/28/2016,AEE,0.091177673,0.203680155,0.066002908,-3.557852337
9/29/2016,AEE,0.060450355,0.197176845,0.060194526,18.58068865
9/30/2016,AEE,0.52757528,0.197948134,0.384880988,77.44042976
10/3/2016,AEE,0.230982518,0.194597742,0.219004737,16.55784326
10/4/2016,AEE,0.386992523,0.196734526,0.171890017,51.55796811
10/5/2016,AEE,0.332261575,0.209507314,0.127374873,26.63664794
10/6/2016,AEE,0.173064257,0.211200223,0.23498009,47.96567793
10/7/2016,AEE,0.372518434,0.210816033,0.419934351,67.04460712
10/10/2016,AEE,0.124388401,0.202979674,0.15433103,12.14051328
10/11/2016,AEE,0.22609413,0.202350118,0.262425392,47.42575884
10/12/2016,AEE,0.291524005,0.206402653,0.239583819,44.29713779
10/13/2016,AEE,0.063187073,0.211915799,0.060015212,10.34983814
10/14/2016,AEE,0.270127561,0.213796318,0.280603784,54.2744222
10/17/2016,AEE,0.099384808,0.211129163,0.167337213,32.02048406
10/18/2016,AEE,0.254671583,0.211033423,0.403696462,50.01016354
10/19/2016,AEE,0.280896451,0.215954578,0.390549552,61.13454584
10/20/2016,AEE,0.052530457,0.216068371,0.118074969,20.64581626
10/21/2016,AEE,0.25576569,0.186805893,0.401929862,62.45357386
10/24/2016,AEE,0.102635198,0.180471124,0.169941508,11.44048731
10/25/2016,AEE,0.303836117,0.174579927,0.383857602,56.42753559
10/26/2016,AEE,0.130227587,0.174466168,0.300764407,27.14553142
10/27/2016,AEE,0.067192681,0.174273886,0.095698071,27.71612942
10/28/2016,AEE,0.122666595,0.169847182,0.099574835,13.17196621
10/31/2016,AEE,0.32924181,0.164977301,0.351921723,56.1838383
11/1/2016,AEE,0.438637411,0.177877455,0.494637567,148.0801517
11/2/2016,AEE,0.32341667,0.172077501,0.389563803,102.364398
11/3/2016,AEE,0.271943255,0.172945046,0.275346931,68.13288661
11/4/2016,AEE,0.390362508,0.174314245,0.350549801,108.4812923
11/7/2016,AEE,0.104901205,0.175578697,0.092034261,28.92918439
11/8/2016,AEE,0.010113859,0.189594347,0.011424973,-8.327482073
11/9/2016,AEE,0.092564557,0.190462645,0.076622602,23.84406391
11/10/2016,AEE,0.088437284,0.225479668,0.059862381,17.53606745
11/11/2016,AEE,0.126203163,0.236504152,0.093441386,23.32595452
11/14/2016,AEE,0.083335467,0.234435093,0.038020426,17.95535888
11/15/2016,AEE,0.271157995,0.227101832,0.213211186,51.69728775
11/16/2016,AEE,0.242112839,0.229361306,0.240184988,48.79640422
11/17/2016,AEE,0.103272196,0.234857586,0.111072212,24.89529181
11/18/2016,AEE,0.185236185,0.234542498,0.235297,56.56969659
11/21/2016,AEE,0.093403802,0.234096083,0.166671088,34.45511983
11/22/2016,AEE,0.498148372,0.228406429,0.494411773,124.0953698
11/23/2016,AEE,0.407914994,0.226964679,0.464152077,129.4864034
11/25/2016,AEE,0.202099858,0.226944269,0.495324905,90.15839791
11/28/2016,AEE,0.417423755,0.232873365,0.336536723,91.05548232
11/29/2016,AEE,0.34030193,0.24028751,0.335037066,81.01501765
11/30/2016,AEE,0.38254657,0.237368434,0.290947513,80.75757136
12/1/2016,AEE,0.187460816,0.261440702,0.194862831,51.85812434
12/2/2016,AEE,0.257620949,0.261730427,0.225327419,31.93342761
12/5/2016,AEE,0.165067081,0.265169859,0.194802744,41.74723436
12/6/2016,AEE,0.350160843,0.266935085,0.338771732,74.4977192
12/7/2016,AEE,0.224474472,0.266184804,0.175217503,34.90507023
12/8/2016,AEE,0.122788517,0.268010845,0.157476071,29.12484395
12/9/2016,AEE,0.196630434,0.26699779,0.115338353,13.96022122
12/12/2016,AEE,0.305443811,0.271786979,0.283529518,47.89597326
12/13/2016,AEE,0.180096112,0.266599457,0.196178454,35.5272842
12/14/2016,AEE,0.09469218,0.26326886,0.118757802,23.08527251
12/15/2016,AEE,0.157331689,0.271545177,0.251057319,30.13645649
12/16/2016,AEE,0.262701862,0.271379833,0.238667479,48.0012321
12/19/2016,AEE,0.023144758,0.272181963,0.040891902,-17.59107843
12/20/2016,AEE,0.031776946,0.259517219,0.057715658,1.321985313
12/21/2016,AEE,0.114509878,0.259080009,0.225392365,23.52887075
12/22/2016,AEE,0.232126458,0.223215644,0.389724374,70.92735601
12/23/2016,AEE,0.182831948,0.20730434,0.486089963,49.0421072
12/27/2016,AEE,0.179579378,0.207116693,0.434493404,67.07331443
12/28/2016,AEE,0.201973236,0.202433208,0.486075324,77.48783439
12/29/2016,AEE,0.120989323,0.205633022,0.181405011,34.11352227
12/30/2016,AEE,0.206396388,0.201123617,0.291558984,24.28636024
1/3/2017,AEE,0.303827776,0.201521385,0.362357128,38.65947199
1/4/2017,AEE,0.301587447,0.201672354,0.354387486,61.88322433
1/5/2017,AEE,0.304656029,0.201197999,0.176317361,24.81268153
1/6/2017,AEE,0.172036212,0.199262511,0.123473174,18.37127505
1/9/2017,AEE,0.28098459,0.197697515,0.241208422,19.97447849
1/10/2017,AEE,0.039229424,0.203549996,0.041799914,1.175169538
1/11/2017,AEE,0.120679865,0.194066171,0.100427324,14.39920313
1/12/2017,AEE,0.05090898,0.19407125,0.048088957,6.709815127
1/13/2017,AEE,0.201838224,0.159298847,0.309314098,44.98171775
1/17/2017,AEE,0.358077572,0.158276471,0.460187553,83.93477104
1/18/2017,AEE,0.160297653,0.155667,0.243692774,31.94474527
1/19/2017,AEE,0.066346846,0.152301443,0.094900284,13.44979435
1/20/2017,AEE,0.068742449,0.156722185,0.110533975,18.66542967
1/23/2017,AEE,0.11262205,0.154502367,0.214770628,26.40144849
1/24/2017,AEE,0.121586797,0.15452488,0.131609692,1.803252669
1/25/2017,AEE,0.172329298,0.146020776,0.215517684,41.41216685
1/26/2017,AEE,0.446700543,0.142481671,0.487081007,85.36445987
1/27/2017,AEE,0.115304341,0.138976916,0.201042465,28.56861566
1/30/2017,AEE,0.182746411,0.119774483,0.339852657,44.10146005
1/31/2017,AEE,0.234820473,0.118140904,0.173271531,29.88454728
